NAME	TITLE	SCORE	
FAH	fumarylacetoacetate hydrolase [Source:HGNC Symbol;Acc:HGNC:3579]	0.8835425	
GCLC	glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]	0.8801313	
EVA1A	eva-1 homolog A, regulator of programmed cell death [Source:HGNC Symbol;Acc:HGNC:25816]	0.8774751	
DHTKD1	dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537]	0.87610424	
PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:8725]	0.87401885	
DCXR	dicarbonyl and L-xylulose reductase [Source:HGNC Symbol;Acc:HGNC:18985]	0.8733945	
POR	cytochrome p450 oxidoreductase [Source:HGNC Symbol;Acc:HGNC:9208]	0.8696192	
MPST	mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:7223]	0.8667785	
DHRS4	dehydrogenase/reductase 4 [Source:HGNC Symbol;Acc:HGNC:16985]	0.86466885	
CLYBL	citramalyl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:18355]	0.86168003	
UPB1	beta-ureidopropionase 1 [Source:HGNC Symbol;Acc:HGNC:16297]	0.85831463	
ETFA	electron transfer flavoprotein subunit alpha [Source:HGNC Symbol;Acc:HGNC:3481]	0.8579249	
ABCD3	ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]	0.8571264	
ACAA1	acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]	0.8568642	
FTCD	formimidoyltransferase cyclodeaminase [Source:HGNC Symbol;Acc:HGNC:3974]	0.8553152	
HSD17B4	hydroxysteroid 17-beta dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213]	0.8548938	
ACY1	aminoacylase 1 [Source:HGNC Symbol;Acc:HGNC:177]	0.85108376	
ALDH4A1	aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406]	0.84865385	
ETFB	electron transfer flavoprotein subunit beta [Source:HGNC Symbol;Acc:HGNC:3482]	0.8433263	
EEF1A2	eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]	0.83734643	
ACAT1	acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]	0.83538944	
SELENBP1	selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]	0.83264303	
ASL	argininosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:746]	0.83023316	
OPLAH	5-oxoprolinase, ATP-hydrolysing [Source:HGNC Symbol;Acc:HGNC:8149]	0.8296353	
MDH2	malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]	0.82658154	
ABAT	4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]	0.8225291	
ALDH6A1	aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]	0.8221034	
ARG1	arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]	0.8219368	
OTC	ornithine carbamoyltransferase [Source:HGNC Symbol;Acc:HGNC:8512]	0.82109326	
CYP2C8	cytochrome P450 family 2 subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:2622]	0.81883687	
ASGR1	asialoglycoprotein receptor 1 [Source:HGNC Symbol;Acc:HGNC:742]	0.8187265	
ALDH1L1	aldehyde dehydrogenase 1 family member L1 [Source:HGNC Symbol;Acc:HGNC:3978]	0.8187016	
FABP1	fatty acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3555]	0.8164468	
AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase [Source:HGNC Symbol;Acc:HGNC:341]	0.81633157	
MMUT	methylmalonyl-CoA mutase [Source:HGNC Symbol;Acc:HGNC:7526]	0.8141496	
CRYL1	crystallin lambda 1 [Source:HGNC Symbol;Acc:HGNC:18246]	0.8119057	
ALDH7A1	aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]	0.8104381	
PHYH	phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940]	0.808791	
ACOX2	acyl-CoA oxidase 2 [Source:HGNC Symbol;Acc:HGNC:120]	0.80357635	
CYP51A1	cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]	0.79646266	
KHK	ketohexokinase [Source:HGNC Symbol;Acc:HGNC:6315]	0.7960708	
CAT	catalase [Source:HGNC Symbol;Acc:HGNC:1516]	0.7952821	
PECR	peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]	0.7948646	
ACSM2B	acyl-CoA synthetase medium chain family member 2B [Source:HGNC Symbol;Acc:HGNC:30931]	0.79455143	
PEBP1	phosphatidylethanolamine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8630]	0.79201674	
ECHS1	enoyl-CoA hydratase, short chain 1 [Source:HGNC Symbol;Acc:HGNC:3151]	0.78991944	
ALDOB	aldolase, fructose-bisphosphate B [Source:HGNC Symbol;Acc:HGNC:417]	0.78910613	
ECI2	enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:HGNC:14601]	0.7853851	
SULT2A1	sulfotransferase family 2A member 1 [Source:HGNC Symbol;Acc:HGNC:11458]	0.7849776	
DLST	dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911]	0.78476185	
CPS1	carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]	0.77843696	
DPYS	dihydropyrimidinase [Source:HGNC Symbol;Acc:HGNC:3013]	0.7776672	
SPRYD4	SPRY domain containing 4 [Source:HGNC Symbol;Acc:HGNC:27468]	0.7706454	
FASN	fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]	0.7702857	
SLC25A13	solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]	0.76899487	
CFAP91	cilia and flagella associated protein 91 [Source:HGNC Symbol;Acc:HGNC:24010]	0.7670698	
ECI1	enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:2703]	0.7650587	
CYP27A1	cytochrome P450 family 27 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2605]	0.7574195	
PC	pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636]	0.7532361	
CMBL	carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]	0.7528475	
HAO1	hydroxyacid oxidase 1 [Source:HGNC Symbol;Acc:HGNC:4809]	0.752801	
ASPDH	aspartate dehydrogenase domain containing [Source:HGNC Symbol;Acc:HGNC:33856]	0.75018257	
AGMAT	agmatinase [Source:HGNC Symbol;Acc:HGNC:18407]	0.74932593	
AK3	adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376]	0.7477679	
NADK2	NAD kinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26404]	0.7427534	
BPHL	biphenyl hydrolase like [Source:HGNC Symbol;Acc:HGNC:1094]	0.74143696	
ACADS	acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]	0.7401224	
DECR2	2,4-dienoyl-CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:2754]	0.7372116	
EPHX1	epoxide hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3401]	0.7349507	
RIDA	reactive intermediate imine deaminase A homolog [Source:HGNC Symbol;Acc:HGNC:16897]	0.73479545	
ACOT13	acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999]	0.73369724	
SORD	sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184]	0.7317934	
ABHD14B	abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]	0.73043734	
AADAC	arylacetamide deacetylase [Source:HGNC Symbol;Acc:HGNC:17]	0.73042595	
IVD	isovaleryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:6186]	0.7270048	
AK4	adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]	0.72533095	
NDRG2	NDRG family member 2 [Source:HGNC Symbol;Acc:HGNC:14460]	0.72417015	
C11orf54	chromosome 11 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:30204]	0.7240455	
MTARC2	mitochondrial amidoxime reducing component 2 [Source:HGNC Symbol;Acc:HGNC:26064]	0.7237952	
HNF4A	hepatocyte nuclear factor 4 alpha [Source:HGNC Symbol;Acc:HGNC:5024]	0.72287095	
EPHX2	epoxide hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3402]	0.7226381	
GSTA1	glutathione S-transferase alpha 1 [Source:HGNC Symbol;Acc:HGNC:4626]	0.7213958	
PKLR	pyruvate kinase L/R [Source:HGNC Symbol;Acc:HGNC:9020]	0.72092605	
SLC27A5	solute carrier family 27 member 5 [Source:HGNC Symbol;Acc:HGNC:10999]	0.72032803	
GATM	glycine amidinotransferase [Source:HGNC Symbol;Acc:HGNC:4175]	0.7198722	
HSDL2	hydroxysteroid dehydrogenase like 2 [Source:HGNC Symbol;Acc:HGNC:18572]	0.71979547	
NIPSNAP1	nipsnap homolog 1 [Source:HGNC Symbol;Acc:HGNC:7827]	0.7183859	
GLYAT	glycine-N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:13734]	0.71786207	
SLC2A2	solute carrier family 2 member 2 [Source:HGNC Symbol;Acc:HGNC:11006]	0.71674556	
DHRS1	dehydrogenase/reductase 1 [Source:HGNC Symbol;Acc:HGNC:16445]	0.71617866	
PCYT2	phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]	0.715798	
GLDC	glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]	0.7153472	
SAR1B	secretion associated Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535]	0.7138471	
TST	thiosulfate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:12388]	0.713278	
TXN	thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]	0.7129916	
HFM1	helicase for meiosis 1 [Source:HGNC Symbol;Acc:HGNC:20193]	0.71213263	
FRYL	FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]	0.71065366	
GOT2	glutamic-oxaloacetic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4433]	0.70822686	
GRHPR	glyoxylate and hydroxypyruvate reductase [Source:HGNC Symbol;Acc:HGNC:4570]	0.70810205	
GGCX	gamma-glutamyl carboxylase [Source:HGNC Symbol;Acc:HGNC:4247]	0.7074759	
MGST2	microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:HGNC:7063]	0.70742226	
CUL4A	cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]	0.70636344	
STARD10	StAR related lipid transfer domain containing 10 [Source:HGNC Symbol;Acc:HGNC:10666]	0.704807	
SEC14L2	SEC14 like lipid binding 2 [Source:HGNC Symbol;Acc:HGNC:10699]	0.7023956	
DNAH17	dynein axonemal heavy chain 17 [Source:HGNC Symbol;Acc:HGNC:2946]	0.7014089	
FUOM	fucose mutarotase [Source:HGNC Symbol;Acc:HGNC:24733]	0.7008473	
TFR2	transferrin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11762]	0.70072275	
ABCC6	ATP binding cassette subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:57]	0.70062333	
BAAT	bile acid-CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932]	0.7005622	
DMGDH	dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]	0.69880265	
TKFC	triokinase and FMN cyclase [Source:HGNC Symbol;Acc:HGNC:24552]	0.6970656	
SDC1	syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]	0.6968523	
ECHDC2	enoyl-CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23408]	0.6948742	
GLYATL1	glycine-N-acyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:30519]	0.6947884	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247]	0.6903603	
PDXP	pyridoxal phosphatase [Source:HGNC Symbol;Acc:HGNC:30259]	0.6902153	
ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:249]	0.68903434	
SEPHS2	selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]	0.68845695	
BDH1	3-hydroxybutyrate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:1027]	0.68840784	
HSD17B8	hydroxysteroid 17-beta dehydrogenase 8 [Source:HGNC Symbol;Acc:HGNC:3554]	0.6863577	
HPD	4-hydroxyphenylpyruvate dioxygenase [Source:HGNC Symbol;Acc:HGNC:5147]	0.6861568	
ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide [Source:HGNC Symbol;Acc:HGNC:252]	0.68604535	
ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:3367]	0.68381476	
MLXIPL	MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]	0.68171155	
ACAA2	acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]	0.68034345	
ECH1	enoyl-CoA hydratase 1 [Source:HGNC Symbol;Acc:HGNC:3149]	0.6747582	
DZIP1	DAZ interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:20908]	0.67430764	
AKR7A3	aldo-keto reductase family 7 member A3 [Source:HGNC Symbol;Acc:HGNC:390]	0.67329955	
ZBTB14	zinc finger and BTB domain containing 14 [Source:HGNC Symbol;Acc:HGNC:12860]	0.6713094	
DHCR7	7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]	0.6692722	
CYP2J2	cytochrome P450 family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:2634]	0.66883695	
DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:21218]	0.6686938	
PTGR2	prostaglandin reductase 2 [Source:HGNC Symbol;Acc:HGNC:20149]	0.66695803	
METTL7A	methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550]	0.6669531	
ARHGEF25	Rho guanine nucleotide exchange factor 25 [Source:HGNC Symbol;Acc:HGNC:30275]	0.6662592	
FAHD2A	fumarylacetoacetate hydrolase domain containing 2A [Source:HGNC Symbol;Acc:HGNC:24252]	0.66624475	
TTC38	tetratricopeptide repeat domain 38 [Source:HGNC Symbol;Acc:HGNC:26082]	0.6658181	
GALT	galactose-1-phosphate uridylyltransferase [Source:HGNC Symbol;Acc:HGNC:4135]	0.6645154	
AS3MT	arsenite methyltransferase [Source:HGNC Symbol;Acc:HGNC:17452]	0.66422564	
ECHDC3	enoyl-CoA hydratase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23489]	0.66231656	
MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]	0.662067	
SHMT1	serine hydroxymethyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10850]	0.6609337	
ETFDH	electron transfer flavoprotein dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3483]	0.6600696	
ROS1	ROS proto-oncogene 1, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10261]	0.659305	
A1CF	APOBEC1 complementation factor [Source:HGNC Symbol;Acc:HGNC:24086]	0.6587069	
CYP2C9	cytochrome P450 family 2 subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:2623]	0.6575054	
ACSS3	acyl-CoA synthetase short chain family member 3 [Source:HGNC Symbol;Acc:HGNC:24723]	0.6545575	
GCHFR	GTP cyclohydrolase I feedback regulator [Source:HGNC Symbol;Acc:HGNC:4194]	0.6541368	
FMO3	flavin containing dimethylaniline monoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]	0.6484774	
GLYCTK	glycerate kinase [Source:HGNC Symbol;Acc:HGNC:24247]	0.64803815	
MVK	mevalonate kinase [Source:HGNC Symbol;Acc:HGNC:7530]	0.647468	
CYP4A11	cytochrome P450 family 4 subfamily A member 11 [Source:HGNC Symbol;Acc:HGNC:2642]	0.64692706	
QPRT	quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]	0.64501196	
SLC25A10	solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]	0.64500934	
ALDH2	aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]	0.64371353	
CROT	carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]	0.6434767	
HSD17B6	hydroxysteroid 17-beta dehydrogenase 6 [Source:HGNC Symbol;Acc:HGNC:23316]	0.64319676	
DECR1	2,4-dienoyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:2753]	0.64223945	
GSTK1	glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:HGNC:16906]	0.64185905	
DDAH1	dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]	0.6416128	
ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide [Source:HGNC Symbol;Acc:HGNC:251]	0.63849086	
SCRN2	secernin 2 [Source:HGNC Symbol;Acc:HGNC:30381]	0.6368714	
FIS1	fission, mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:21689]	0.63495547	
PGRMC1	progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]	0.63413227	
MTHFS	methenyltetrahydrofolate synthetase [Source:HGNC Symbol;Acc:HGNC:7437]	0.6297026	
IDH1	isocitrate dehydrogenase (NADP(+)) 1 [Source:HGNC Symbol;Acc:HGNC:5382]	0.6294846	
MCCC2	methylcrotonoyl-CoA carboxylase 2 [Source:HGNC Symbol;Acc:HGNC:6937]	0.6267518	
AKR1C4	aldo-keto reductase family 1 member C4 [Source:HGNC Symbol;Acc:HGNC:387]	0.6254647	
PRODH2	proline dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:17325]	0.624635	
PCCA	propionyl-CoA carboxylase subunit alpha [Source:HGNC Symbol;Acc:HGNC:8653]	0.62443155	
PCCB	propionyl-CoA carboxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8654]	0.62439686	
SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha [Source:HGNC Symbol;Acc:HGNC:11449]	0.62406725	
DAO	D-amino acid oxidase [Source:HGNC Symbol;Acc:HGNC:2671]	0.6236053	
PDZK1	PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:8821]	0.62360317	
ABCA6	ATP binding cassette subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:36]	0.6217829	
GNPNAT1	glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980]	0.62164253	
HGD	homogentisate 1,2-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4892]	0.6212709	
ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]	0.62069416	
ACOT2	acyl-CoA thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:18431]	0.6201921	
SIRT5	sirtuin 5 [Source:HGNC Symbol;Acc:HGNC:14933]	0.6194109	
IDI1	isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387]	0.6164779	
FDPS	farnesyl diphosphate synthase [Source:HGNC Symbol;Acc:HGNC:3631]	0.6148022	
CRAT	carnitine O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2342]	0.6136891	
ASS1	argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]	0.6123302	
PRDX5	peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]	0.6118145	
GCDH	glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189]	0.6114459	
SOD1	superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]	0.6096783	
CES2	carboxylesterase 2 [Source:HGNC Symbol;Acc:HGNC:1864]	0.6086015	
HADH	hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4799]	0.607046	
HINT1	histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912]	0.6068546	
ASTN1	astrotactin 1 [Source:HGNC Symbol;Acc:HGNC:773]	0.60473645	
FDX1	ferredoxin 1 [Source:HGNC Symbol;Acc:HGNC:3638]	0.6040412	
ACSF2	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]	0.60357535	
PEX19	peroxisomal biogenesis factor 19 [Source:HGNC Symbol;Acc:HGNC:9713]	0.603537	
HSPE1	heat shock protein family E (Hsp10) member 1 [Source:HGNC Symbol;Acc:HGNC:5269]	0.60301936	
ALDH1A1	aldehyde dehydrogenase 1 family member A1 [Source:HGNC Symbol;Acc:HGNC:402]	0.60290134	
PON3	paraoxonase 3 [Source:HGNC Symbol;Acc:HGNC:9206]	0.60231936	
HIBADH	3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907]	0.6012973	
AIFM1	apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768]	0.599804	
METTL7B	methyltransferase like 7B [Source:HGNC Symbol;Acc:HGNC:28276]	0.5995045	
WDR7	WD repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:13490]	0.5990495	
NEB	nebulin [Source:HGNC Symbol;Acc:HGNC:7720]	0.5977151	
ACOX1	acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119]	0.59738	
FH	fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700]	0.5971858	
HAGH	hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805]	0.595599	
RDH16	retinol dehydrogenase 16 [Source:HGNC Symbol;Acc:HGNC:29674]	0.5952745	
GNMT	glycine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4415]	0.59509194	
MCEE	methylmalonyl-CoA epimerase [Source:HGNC Symbol;Acc:HGNC:16732]	0.59456897	
MPC2	mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515]	0.59165585	
ACOT1	acyl-CoA thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:33128]	0.59106374	
THEM6	thioesterase superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:29656]	0.59084475	
SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase [Source:HGNC Symbol;Acc:HGNC:30605]	0.58770573	
ACSL5	acyl-CoA synthetase long chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]	0.58722657	
ALAD	aminolevulinate dehydratase [Source:HGNC Symbol;Acc:HGNC:395]	0.58689326	
CBR1	carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]	0.58647794	
CRYZ	crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419]	0.58644617	
YTHDF1	YTH N6-methyladenosine RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15867]	0.586008	
AHCY	adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]	0.58596736	
BHMT2	betaine--homocysteine S-methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:1048]	0.5855034	
PSMB6	proteasome 20S subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:9543]	0.5843305	
CYP2A6	cytochrome P450 family 2 subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:2610]	0.58393264	
STMN3	stathmin 3 [Source:HGNC Symbol;Acc:HGNC:15926]	0.58156705	
FBP1	fructose-bisphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:3606]	0.58105135	
TBC1D24	TBC1 domain family member 24 [Source:HGNC Symbol;Acc:HGNC:29203]	0.5807077	
FAM83E	family with sequence similarity 83 member E [Source:HGNC Symbol;Acc:HGNC:25972]	0.5798391	
IL1R2	interleukin 1 receptor type 2 [Source:HGNC Symbol;Acc:HGNC:5994]	0.57954425	
SLC38A3	solute carrier family 38 member 3 [Source:HGNC Symbol;Acc:HGNC:18044]	0.5787149	
CFL2	cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]	0.5785013	
GSTO1	glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:HGNC:13312]	0.57839024	
CYP4F2	cytochrome P450 family 4 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:2645]	0.5781606	
ADK	adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]	0.57783777	
FXYD1	FXYD domain containing ion transport regulator 1 [Source:HGNC Symbol;Acc:HGNC:4025]	0.57728356	
TECR	trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:4551]	0.57717925	
MAOA	monoamine oxidase A [Source:HGNC Symbol;Acc:HGNC:6833]	0.5766685	
ALDH3A2	aldehyde dehydrogenase 3 family member A2 [Source:HGNC Symbol;Acc:HGNC:403]	0.57451415	
AMACR	alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]	0.5741816	
